id,"title","description","image_url",price,"created_at","updated_at","artist","typo"
6085,"Smoothie Song","Chris Thile","This_Side.jpg",1.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6086,"Spit On A Stranger","Stephen Malkmus","This_Side.jpg",2.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6087,"Speak","Sean Watkins","This_Side.jpg",3.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6088,"Hanging By A Thread","Gordon Kennedy, Wayne Kirkpatrick","This_Side.jpg",4.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6089,"Shouldve Known Better","Carrie Newcomer","This_Side.jpg",5.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6090,"This Side","Sean Watkins","This_Side.jpg",6.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6091,"Green And Gray","Chris Thile","This_Side.jpg",7.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6092,"Seven Wonders","Sean Watkins, David Puckett","This_Side.jpg",8.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6093,"House Carpenter","Traditional","This_Side.jpg",9.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6094,"Beauty And The Mess","Chris Thile, Luke Bulla","This_Side.jpg",10.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6095,"Sabra Girl","Andy Irvine","This_Side.jpg",11.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6096,"Young","Chris Thile","This_Side.jpg",12.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6097,"Brand New Sidewalk","Chris Thile","This_Side.jpg",13.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Nickel Creek","audio-CD"
6098,"Baila Me",NULL,"Este_Mundo.jpg",1.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6099,"Sin Ella",NULL,"Este_Mundo.jpg",2.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6100,"Habla Me",NULL,"Este_Mundo.jpg",3.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6101,"Lagrimas",NULL,"Este_Mundo.jpg",4.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6102,"Mi Vida",NULL,"Este_Mundo.jpg",6.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6103,"El Mauro",NULL,"Este_Mundo.jpg",7.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6104,"No Volveré",NULL,"Este_Mundo.jpg",8.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6105,"Furia",NULL,"Este_Mundo.jpg",9.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6106,"Oh Maï",NULL,"Este_Mundo.jpg",10.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6107,"Ternuras",NULL,"Este_Mundo.jpg",11.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","Gipsy Kings","audio-CD"
6108,"Sweet Anatomy","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",1.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6109,"Audience With The Mind","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",2.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6110,"Haloes","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",3.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6111,"Erosion","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",4.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6112,"Call Me","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",5.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6113,"Shining On","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",6.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6114,"Portrait In Atlanta","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",7.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6115,"Corridors","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",8.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6116,"Hollow","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",9.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6117,"All Night Long","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",10.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6118,"Into The Tunnel","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",11.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6119,"Youve Got To Feel","Pete Evans, Guy Chadwick, Chris Groothuizen","Audience_With_The_Mind.jpg",12.12,"2011-10-19 19:18:36","2011-10-19 19:18:36","House Of Love","audio-CD"
6120,"(Da Le) Yaleo","Santana, Carlos","Supernatural.jpg",1.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana","audio-CD"
6121,"Love Of My Life","Santana, Carlos; Matthews, Dave","Supernatural.jpg",2.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana Feat. Dave Matthews","audio-CD"
6122,"Put Your Lights On","Santana, Carlos; Thompson, C; Shrody, E","Supernatural.jpg",3.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana Feat. Everlast","audio-CD"
6123,"Africa Bamba","Toure, I; Tidiane, S; Santana, Carlos; Perazzo, K","Supernatural.jpg",4.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana","audio-CD"
6124,"Smooth","Itaal Shur, M; Thomas, Rob","Supernatural.jpg",5.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana Feat. Rob Thomas","audio-CD"
6125,"Do You Like The Way","Hill, Lauryn","Supernatural.jpg",6.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","SantanaFeat. Lauryn Hill  and Cee-Lo","audio-CD"
6126,"Maria Maria","Jean, W; Duplessis, J; Santana, Carlos; Perazzo, K; Rekow, R","Supernatural.jpg",7.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","SantanaFeat. Project G andB","audio-CD"
6127,"Migra","Taha, R; Santana, Carlos; Lindsay, T","Supernatural.jpg",8.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana","audio-CD"
6128,"Corazon Espinado","Olivera, F.","Supernatural.jpg",9.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana Feat. Maná","audio-CD"
6129,"Wishing It Was","Eale-Eye Cherry; Simpson, M; King, J; Nishita, M","Supernatural.jpg",10.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana Feat. Eagle-Eye Cherry","audio-CD"
6130,"El Farol","Santana, Carlos; Porter, KC","Supernatural.jpg",11.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana","audio-CD"
6131,"Primavera","Porter, KC; Eckl, JB","Supernatural.jpg",12.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana","audio-CD"
6132,"The Calling","Santana, Carlos; Thompson, C","Supernatural.jpg",13.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Santana Feat. Eric Clapton","audio-CD"
6133,"Bittersweet Symphony","Keith Richards/Mick Jagger/Richard Ashcroft","Urban_Hymns.jpg",1.13,"2011-10-19 19:18:36","2011-10-19 19:18:36","Verve","audio-CD"
6134,"Sonnet","Richard Ashcroft","Urban_Hymns.jpg",2.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6135,"The Drugs Dont Work","Richard Ashcroft","Urban_Hymns.jpg",4.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6136,"Neon Wilderness","McCabe/The Verve","Urban_Hymns.jpg",6.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6137,"Space And Time","Richard Ashcroft","Urban_Hymns.jpg",7.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6138,"Weeping Willow","Richard Ashcroft","Urban_Hymns.jpg",8.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6139,"Lucky Man","Richard Ashcroft","Urban_Hymns.jpg",9.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6140,"One Day","Richard Ashcroft","Urban_Hymns.jpg",10.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6141,"This Time","Richard Ashcroft","Urban_Hymns.jpg",11.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6142,"Velvet Morning","Richard Ashcroft","Urban_Hymns.jpg",12.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Verve","audio-CD"
6143,"So this is Christmas","John Lennon","Hargis_Family_Comp.jpg",22.22,"2011-10-19 19:18:37","2011-10-19 19:18:37","Lennon Cover","audio-CD"
6144,"Vertigo","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",1.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6145,"Miracle Drug","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",2.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6146,"Sometimes You Cant Make It On Your Own","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",3.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6147,"Love And Peace Or Else","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",4.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6148,"City Of Blinding Lights","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",5.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6149,"All Because Of You","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",6.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6150,"A Man And A Woman","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",7.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6151,"Crumbs From Your Table","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",8.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6152,"One Step Closer","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",9.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6153,"Original Of The Species","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",10.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6154,"Yahweh","AdamClayton, Bono, Larry Mullen  and the Edge","How_To_Dismantle_An_Atomic_Bomb.jpg",11.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","U2","audio-CD"
6155,"Bring It On","Seal, Isidore, Melvoin, Coleman, Bruce, Rizzo","Seal.jpg",1.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Seal","audio-CD"
6156,"Prayer For The Dying","Seal, Isidore","Seal.jpg",2.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Seal","audio-CD"
6157,"Dreaming In Metaphors","Seal, Isidore","Seal.jpg",3.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Seal","audio-CD"
6158,"Fast Changes","Seal, Isidore","Seal.jpg",5.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Seal","audio-CD"
6159,"Im Alive","Seal, Isidore, Melvoin, Coleman, Rizzo","Seal.jpg",10.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Seal","audio-CD"
6160,"Bring It On (Reprise)","Seal, Isidore, Melvoin, Coleman, Bruce, Rizzo","Seal.jpg",11.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Seal","audio-CD"
6161,"I Misunderstood (Live)",NULL,"Exclusive_Live_Sampler.jpg",1.30,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6162,"God Loves A Drunk (Live)",NULL,"Exclusive_Live_Sampler.jpg",2.30,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6163,"Now That Im Dead (Live)",NULL,"Exclusive_Live_Sampler.jpg",3.30,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6164,"Turning Of The Tide","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",1.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6165,"Walzings For Dreamers","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",2.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6166,"1952 Vincent Black Lightning","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",3.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6167,"I Misunderstood","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",4.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6168,"I Feel So Good","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",5.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6169,"Keep Your Distance","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",6.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6170,"King Of Bohemia","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",7.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6171,"I Can Wake Up To Save My Life","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",8.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6172,"Beeswing","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",9.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6173,"The Ghost Of Your Walks","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",10.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6174,"Razor Dance","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",11.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6175,"Cold Kisses","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",12.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6176,"Bathsheba Smiles","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",13.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6177,"Cooksferry Queen","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",14.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6178,"Uninhabited Man","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",15.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6179,"Walking The Long Mile Home","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",16.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6180,"Persuasion","RichardThompson, Peter Filleul  and Tim Finn","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",17.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6181,"Mr. Rebound","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",18.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6182,"Fully Qualified To Be A Man","Richard Thompson","Action_Packed:_The_Best_Of_The_Capitol_Years.jpg",19.19,"2011-10-19 19:18:37","2011-10-19 19:18:37","Richard Thompson","audio-CD"
6183,"Second Hand News","Lindsey Buckingham","Rumours.jpg",1.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6184,"Dreams","Stevie Nicks","Rumours.jpg",2.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6185,"Never Going Back Again","Lindsey Buckingham","Rumours.jpg",3.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6186,"Dont Stop","Christine McVie","Rumours.jpg",4.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6187,"Go Your Own Way","Lindsey Buckingham","Rumours.jpg",5.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6188,"Songbird","Christine McVie","Rumours.jpg",6.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6189,"The Chain","John McVie/Lindsey Buckingham/Mick Fleetwood","Rumours.jpg",7.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6190,"You Make Loving Fun","Christine McVie","Rumours.jpg",8.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6191,"I Dont Wanna Know","Stevie Nicks","Rumours.jpg",9.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6192,"Oh Daddy","Christine McVie","Rumours.jpg",10.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6193,"Gold Dust Woman","Stevie Nicks","Rumours.jpg",11.11,"2011-10-19 19:18:37","2011-10-19 19:18:37","Fleetwood Mac","audio-CD"
6194,"Whitey","Eric Schrody, Dante Ross, J. Gamble","Eat_At_Whiteys.jpg",1.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6195,"Black Jesus","Eric Schrody","Eat_At_Whiteys.jpg",2.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6196,"I Cant Move","Eric Schrody, Keefus Ciancia","Eat_At_Whiteys.jpg",3.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6197,"Black Coffee","Eric Schrody, Keefus Ciancia","Eat_At_Whiteys.jpg",4.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6198,"Bablylon Feeling","Eric Schrody","Eat_At_Whiteys.jpg",5.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6199,"Deadly Assassins","Eric Schrody, L. Freese, A. Maman","Eat_At_Whiteys.jpg",6.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6200,"Childerns Story","R. Walters","Eat_At_Whiteys.jpg",7.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6201,"Love For Real","Eric Schrody","Eat_At_Whiteys.jpg",8.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6202,"One And The Same","Eric Schrody, Keefus Ciancia, M. Oliver","Eat_At_Whiteys.jpg",9.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6203,"Were All Gonna Die","Eric Schrody, Keefus Ciancia","Eat_At_Whiteys.jpg",10.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6204,"Mercy On My Soul","Eric Schrody, Keefus Ciancia","Eat_At_Whiteys.jpg",11.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6205,"One, Two","Eric Schrody, R. Brown, F. Wreck","Eat_At_Whiteys.jpg",12.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6206,"Graves To Dig","Eric Schrody","Eat_At_Whiteys.jpg",13.13,"2011-10-19 19:18:37","2011-10-19 19:18:37","Everlast","audio-CD"
6207,"American Is Waiting","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",1.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6208,"Mea Culpa","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",2.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6209,"Regiment","Brian Eno, David Byrne, Busta Jones","My_Life_In_The_Bush_Of_Ghosts.jpg",3.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6210,"Help Me Somebody","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",4.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6211,"The Jezebel Spirit","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",5.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6212,"Very Very Hungry","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",6.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6213,"Moonlight In Glory","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",7.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6214,"The Carrier","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",8.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6215,"A Secret Life","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",9.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6216,"Come With Us","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",10.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6217,"Mountain Of Needles","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",11.18,"2011-10-19 19:18:37","2011-10-19 19:18:37","BrianEno  and David Byrne","audio-CD"
6218,"Pitch To Voltage","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",12.18,"2011-10-19 19:18:38","2011-10-19 19:18:38","BrianEno  and David Byrne","audio-CD"
6219,"Two Against Three","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",13.18,"2011-10-19 19:18:38","2011-10-19 19:18:38","BrianEno  and David Byrne","audio-CD"
6220,"Vocal Out-Takes","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",14.18,"2011-10-19 19:18:38","2011-10-19 19:18:38","BrianEno  and David Byrne","audio-CD"
6221,"New Feet","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",15.18,"2011-10-19 19:18:38","2011-10-19 19:18:38","BrianEno  and David Byrne","audio-CD"
6222,"Defiant","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",16.18,"2011-10-19 19:18:38","2011-10-19 19:18:38","BrianEno  and David Byrne","audio-CD"
6223,"Number 8 Mix","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",17.18,"2011-10-19 19:18:38","2011-10-19 19:18:38","BrianEno  and David Byrne","audio-CD"
6224,"Solo Guitar With Tin Foil","Brian Eno, David Byrne","My_Life_In_The_Bush_Of_Ghosts.jpg",18.18,"2011-10-19 19:18:38","2011-10-19 19:18:38","BrianEno  and David Byrne","audio-CD"
6225,"So It Shall Be","Greg Penny","Ingenue.jpg",5.10,"2011-10-19 19:18:38","2011-10-19 19:18:38","k.d. lang","audio-CD"
6226,"Taxman","George Harrison","Revolver.jpg",1.14,"2011-10-19 19:18:38","2011-10-19 19:18:38","Beatles","audio-CD"
6227,"Eleanor Rigby","John Lennon-Paul McCartney","Revolver.jpg",2.14,"2011-10-19 19:18:38","2011-10-19 19:18:38","Beatles","audio-CD"
6228,"Im Only Sleeping","John Lennon-Paul McCartney","Revolver.jpg",3.14,"2011-10-19 19:18:38","2011-10-19 19:18:38","Beatles","audio-CD"
6229,"Love You To","George Harrison","Revolver.jpg",4.14,"2011-10-19 19:18:38","2011-10-19 19:18:38","Beatles","audio-CD"
6230,"Here, There And Everywhere","John Lennon-Paul McCartney","Revolver.jpg",5.14,"2011-10-19 19:18:38","2011-10-19 19:18:38","Beatles","audio-CD"
